Date,Issue,Code,Sector,Component Weight (TOPIX),New Index Series Code
20250331,"ARCLANDS CORPORATION",9842,"Retail Trade",0.0138%,TOPIX Small 1
20250331,"Nitori Holdings Co.,Ltd.",9843,"Retail Trade",0.1509%,TOPIX Large70
20250331,"GOURMET KINEYA CO.,LTD.",9850,"Retail Trade",0.0023%,TOPIX Small 2
20250331,"KU HOLDINGS CO.,LTD.",9856,"Retail Trade",0.0018%,TOPIX Small 2
20250331,"YOSHINOYA HOLDINGS CO.,LTD.",9861,"Retail Trade",0.0330%,TOPIX Mid400
20250331,"KATO SANGYO CO.,LTD.",9869,"Wholesale Trade",0.0170%,TOPIX Small 1
20250331,"INNOTECH CORPORATION",9880,"Electric Appliances",0.0025%,TOPIX Small 2
20250331,"YELLOW HAT LTD.",9882,"Wholesale Trade",0.0136%,TOPIX Small 1
20250331,"MATSUYA FOODS HOLDINGS CO.,LTD.",9887,"Retail Trade",0.0078%,TOPIX Small 2
20250331,"JBCC Holdings Inc.",9889,"Information & Communication",0.0077%,TOPIX Small 1
20250331,"JK Holdings Co.,Ltd.",9896,"Wholesale Trade",0.0022%,TOPIX Small 2
20250331,"Sagami Holdings Corporation",9900,"Retail Trade",0.0074%,TOPIX Small 2
20250331,"NICHIDEN Corporation",9902,"Wholesale Trade",0.0046%,TOPIX Small 2
20250331,"MIROKU JYOHO SERVICE CO.,LTD.",9928,"Information & Communication",0.0045%,TOPIX Small 2
20250331,"SUGIMOTO & CO.,LTD.",9932,"Wholesale Trade",0.0031%,TOPIX Small 2
20250331,"INABA DENKISANGYO CO.,LTD.",9934,"Wholesale Trade",0.0298%,TOPIX Mid400
20250331,"OHSHO FOOD SERVICE CORP.",9936,"Retail Trade",0.0177%,TOPIX Small 1
20250331,"MINISTOP CO.,LTD.",9946,"Retail Trade",0.0042%,TOPIX Small 2
20250331,"ARCS COMPANY,LIMITED",9948,"Retail Trade",0.0137%,TOPIX Small 1
20250331,"VALOR HOLDINGS CO.,LTD.",9956,"Retail Trade",0.0127%,TOPIX Small 1
20250331,"TOTECH CORPORATION",9960,"Wholesale Trade",0.0068%,TOPIX Small 2
20250331,"MISUMI Group Inc.",9962,"Wholesale Trade",0.1042%,TOPIX Mid400
20250331,"Belc CO.,LTD.",9974,"Retail Trade",0.0095%,TOPIX Small 1
20250331,"DAISYO CORPORATION",9979,"Retail Trade",0.0018%,TOPIX Small 2
20250331,"FAST RETAILING CO.,LTD.",9983,"Retail Trade",0.6925%,TOPIX Core30
20250331,"SoftBank Group Corp.",9984,"Information & Communication",0.9774%,TOPIX Core30
20250331,"SUZUKEN CO.,LTD.",9987,"Wholesale Trade",0.0455%,TOPIX Mid400
20250331,"SUNDRUG CO.,LTD.",9989,"Retail Trade",0.0397%,TOPIX Mid400
20250331,"SAC'S BAR HOLDINGS INC.",9990,"Retail Trade",0.0023%,TOPIX Small 2
20250331,"GECOSS CORPORATION",9991,"Wholesale Trade",0.0017%,TOPIX Small 2
20250331,"BELLUNA CO.,LTD.",9997,"Retail Trade",0.0064%,TOPIX Small 1
"(Note1) The TOPIX New Index Series Code is composed of TOPIX Core30　,　TOPIX Large70　,　TOPIX Mid400　,　TOPIX Small 1　and　TOPIX Small 2 .",,,,,
"　　　Each code means constituents of following index.",,,,,
　　　・TOPIX Core30  … TOPIX Core30、 TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Large70 … TOPIX Large70、TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Mid400  … TOPIX Mid400、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 1 … TOPIX Small、TOPIX Small 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 2 … TOPIX Small (Non eligible TOPIX 1000),,,,,
,,,,,
"Contact",,,,,
"JPX Market Innovation & Research, Inc. Index Business",,,,,
"Email: index@jpx.co.jp",,,,,
,,,,,
"DISCRAMER",,,,,
"・JPX Market Innovation & Research, Inc. and/or its affiliates (hereinafter the “JPX”) retain all rights related to this document",,,,,
"　and does not permit the reproduction or reprinting of this document in any circumstances without prior approval.",,,,,
"・The Index Value and the Index Marks are subject to the proprietary rights owned by the JPX and the JPX owns all rights",,,,,
"　and know-how relating to the index such as calculation, publication and use of the Index Value and relating to the Index Marks.",,,,,
"・Following such date, there may be changes to the details of this document without prior notification.",,,,,
"・Additionally, the information contained within this document has been prepared with the utmost care.",,,,,
"　However, the completeness of such information is not guaranteed.",,,,,
